state,confirmed,confirmed/1M,deaths,deaths/1M,pct_change_3day,pct_change_3day_prev
AK,9,12.302729155417644,0,0.0,1.1666666666666667,0.0
AL,78,15.908027129304728,0,0.0,0.4066556465357065,0.8722222222222221
AR,62,20.544597516423252,0,0.0,0.4595959595959596,0.5694444444444444
AZ,45,6.182408245848822,0,0.0,0.375925925925926,0.26709401709401703
CA,952,24.093810160972215,18,0.4555552341360293,0.19890540193572245,0.2553755574750128
CO,277,48.100833238405095,4,0.6945968698686656,0.21847826086956515,0.5265427461892473
CT,159,44.59669025242568,2,0.5609646572632161,0.8683006535947713,0.44696969696969696
DC,40,56.67737396723198,0,0.0,0.23313782991202348,0.325
DE,30,30.80828619665545,0,0.0,0.5888157894736842,0.2698412698412698
FL,417,19.415453313354195,9,0.4190385607198747,0.3917591895024948,0.46032799389778795
GA,287,27.03104133649003,10,0.9418481301912903,0.3372787747181509,0.4312169312169312
HI,16,11.300456538444154,0,0.0,0.32380952380952377,0.5555555555555556
IA,44,13.945807858462729,0,0.0,0.2593703148425787,0.11220043572984746
ID,11,6.155061670920188,0,0.0,0.3157407407407408,0.8333333333333334
IL,422,33.30223809190487,4,0.31566102456781864,0.7148275950208317,0.32448720196353437
IN,60,8.912366041568166,2,0.29707886805227224,0.3461538461538462,0.2435897435897436
KS,34,11.670557996837966,1,0.34325170578935194,0.5084175084175084,0.325
KY,37,8.28171623124611,2,0.44766033682411405,0.21564238230904906,0.15952380952380954
LA,392,84.32294483257378,10,2.1510955314432088,0.42589759639264263,0.6050708550708551
MA,328,47.197619743455036,0,0.0,0.20372871357829214,0.17052550960292212
MD,107,17.698588082730147,1,0.16540736525916025,0.3796349434082576,0.31882122507122507
ME,52,38.68437419097583,0,0.0,0.4776493930905696,1.8055555555555556
MI,334,33.443955390569826,3,0.3003948088973338,1.175811518934956,0.4961868686868687
MN,89,15.781171537433648,0,0.0,0.1834295334295335,0.5698412698412699
MO,31,5.050975750754224,1,0.16293470163723306,0.7306397306397306,0.48333333333333334
MS,50,16.800234128062808,1,0.33600468256125615,0.5683401565754508,1.988888888888889
MT,11,10.29212801910219,0,0.0,0.16931216931216939,1.4666666666666668
NC,123,11.727594859080076,0,0.0,0.5117011278195488,0.3127599524658349
ND,18,23.620125396621273,0,0.0,1.6666666666666667,0.0
NE,29,14.991666701130269,0,0.0,0.1726190476190476,0.11667744020685193
NH,44,32.359817637718606,0,0.0,0.40723981900452483,0.44383394383394387
NJ,742,83.5379562923108,9,1.0132636207962225,0.7596754057428216,0.8719755768374317
NM,35,16.691871392469295,0,0.0,0.29156010230179036,0.2025641025641026
NV,95,30.842593686813267,1,0.32465888091382383,0.31795334295334293,0.4177170868347339
NY,5365,275.7849835307788,34,1.7477519925529317,0.7923350605957541,0.320784948170564
OH,119,10.180424498036633,0,0.0,0.335767673261599,0.5914760914760915
OK,44,11.119616494535846,1,0.2527185566939965,0.7385964912280701,0.7261904761904763
OR,88,20.864269156659127,3,0.7112819030679248,0.3389094565565154,0.09166666666666663
PA,206,16.091249570672183,1,0.07811286199355429,0.3889838231943496,0.239087816410079
PR,5,1.5655851812978951,0,0.0,0.0,inf
RI,44,41.53447219597474,0,0.0,0.2877846790890269,0.15952380952380954
SC,81,15.732083778590148,1,0.1942232565258043,0.38254889318719104,0.3712647002120686
SD,11,12.434169550075227,1,1.1303790500068387,0.07037037037037042,0.041666666666666664
TN,154,22.537110865316762,0,0.0,0.4800038597506952,0.2609508547008547
TX,260,8.966790834877546,5,0.17243828528610666,0.45657836439883365,0.2564316152137449
UT,80,24.953539628404364,0,0.0,0.2921065862242333,0.7679894179894179
VA,99,11.598591720081696,2,0.23431498424407468,0.2674383186110265,0.1843721770551039
VT,22,35.25703177459859,0,0.0,0.24074074074074078,0.8666666666666667
WA,1376,180.698533781105,74,9.717799055088495,0.16321554708946176,0.17902597515656896
WI,159,27.30816699682641,0,0.0,0.5126511803200055,0.35832927225471084
WV,2,1.1160309475381753,0,0.0,inf,
WY,18,31.10102823455013,0,0.0,1.0767676767676768,0.5
US,13593,41.25847997895608,200,0.6070548073119412,0.45651107497813587,0.29290536654052657
